project_code,project_name,agency,ministry,sector,state,approval_date,start_date,original_completion_date,revised_completion_date,actual_completion_date,original_cost,revised_cost,cumulative_expenditure,report_month,approval_date_raw,start_date_raw,original_completion_date_raw,revised_completion_date_raw,actual_completion_date_raw,original_cost_raw,revised_cost_raw,cumulative_expenditure_raw,source_file,source_page,source_row_number,source_serial_number,extraction_method
613795,JAMPALI OC RCE [2.0 MTY],South Eastern Coalfields Limited [SECL],Ministry of Coal,Coal,Chhattisgarh,2020-05,2020-05,2025-03,2025-06,2024-08,278.64,,210.07,2025-11,05/2020,(05/2020),(03/2025),(06/2025),08/2024,278.64,(-),210.07,FlashReport_November_2025.pdf,33,7,2,pdfplumber-table3-v1
617282,"C/o 184 MS Flats for Hon'ble MPs at BKS Marg, New Delhi",Central Public Works Department [CPWD],Ministry of Housing & Urban Affairs,Construction,Delhi,2022-01,2022-05,2025-05,2025-09,2025-09,646.53,646.52,540.04,2025-11,01/2022,(05/2022),(05/2025),(09/2025),09/2025,646.53,(646.52),540.04,FlashReport_November_2025.pdf,33,11,3,pdfplumber-table3-v1
702682,Dibrugarh Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,Waste & Water,Assam,2016-02,2020-01,2023-03,2026-01,2025-12,186.8,,186.8,2025-11,02/2016,(01/2020),(03/2023),(01/2026),12/2025,186.8,(-),186.8,FlashReport_November_2025.pdf,33,14,4,pdfplumber-table3-v1
612688,"Construction of New OPD Block 200 Bed ward Basement + GF + 6 Floors at the location of old OPD block, at existing ESIC Hospital/ Medical college campus, Sanathnagar, Hyderabad",Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Telangana,2017-11,2021-10,2024-06,2025-06,2025-06,211.13,,198.95,2025-11,11/2017,(10/2021),(06/2024),(06/2025),06/2025,211.13,(-),198.95,FlashReport_November_2025.pdf,33,18,5,pdfplumber-table3-v1
701564,"Construction of new dry dock at exisitng Cochin Shipyard Limited premises at Perumanoor, Kochi 682 015",Cochin Shipyard,"Ministry of Ports, Shipping and Waterways",Shipping,Kerala,2018-04,2018-05,2022-12,2025-03,2025-03,1799.0,,1558.39,2025-11,04/2018,(05/2018),(12/2022),(03/2025),03/2025,1799,(-),1558.39,FlashReport_November_2025.pdf,33,22,6,pdfplumber-table3-v1
611737,Western Region Expansion Scheme-XXV,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Chhattisgarh,2022-05,2022-05,2023-08,2025-10,,385.84,,385.84,2025-11,05/2022,(05/2022),(08/2023),(10/2025),NA,385.84,(-),385.84,FlashReport_November_2025.pdf,33,26,7,pdfplumber-table3-v1
608301,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan 8.1 GW under Phase II- Part- G1,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Delhi,2022-02,2022-02,2023-09,2025-12,2025-11,359.47,,359.47,2025-11,02/2022,(02/2022),(09/2023),(12/2025),11/2025,359.47,(-),359.47,FlashReport_November_2025.pdf,33,27,8,pdfplumber-table3-v1
611656,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part B,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,2023-03,2023-03,2025-03,2025-12,2025-12,1167.55,1167.0,1167.0,2025-11,03/2023,(03/2023),(03/2025),(12/2025),12/2025,1167.55,(1167),1167,FlashReport_November_2025.pdf,33,28,9,pdfplumber-table3-v1
611660,Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2 TRANSMISSION SYSTEM LIMITED,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,2023-03,2023-03,2024-12,2025-11,2025-12,966.79,,966.79,2025-11,03/2023,(03/2023),(12/2024),(11/2025),12/2025,966.79,(-),966.79,FlashReport_November_2025.pdf,33,29,10,pdfplumber-table3-v1
608302,Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley HEPs - LTA System,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Jammu and Kashmir,2022-02,2022-02,2025-04,2025-11,2025-11,318.12,,318.12,2025-11,02/2022,(02/2022),(04/2025),(11/2025),11/2025,318.12,(-),318.12,FlashReport_November_2025.pdf,33,30,11,pdfplumber-table3-v1
608922,Transmission System Strengthening Scheme for evacuation of power from SEZ in Rajasthan 8.1 GW under Phase II Part G,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,"Multi-States (Delhi, Haryana, Rajasthan)",2022-05,2022-05,2023-11,2025-12,,1666.0,2218.0,2218.0,2025-11,05/2022,(05/2022),(11/2023),(12/2025),NA,1666,(2218),2218,FlashReport_November_2025.pdf,33,31,12,pdfplumber-table3-v1
606781,Transmission System for Strengthening of Srinagar-Leh Tr. System,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,"Multi-States (Jammu and Kashmir, Ladakh)",2022-03,2022-03,2024-12,2025-11,2025-11,288.71,,288.71,2025-11,03/2022,(03/2022),(12/2024),(11/2025),11/2025,288.71,(-),288.71,FlashReport_November_2025.pdf,33,32,13,pdfplumber-table3-v1
610940,"Additional Infrastructure at IISc Bangalore-RCC Monolithic for Men Hostel S14, Women Hostel S11 , Postdoctoral Hostel S12 2 Block , International Hostel S 12 , D&E Block S 12 2 Block FR.",IISC Bangalore,Department of Higher Education,Education,Karnataka,2021-08,2021-08,2024-03,2025-12,2025-12,420.41,420.41,367.92,2025-12,08/2021,(08/2021),(03/2024),(12/2025),12/2025,420.41,(420.41),367.92,FlashReport_December_2025.pdf,35,3,1,pdfplumber-table3-v1
612135,Hostel 4 -Earlier Known as Hostel 20,"Indian Institute of Technology, Bombay",Department of Higher Education,Education,Maharashtra,2022-09,2023-12,2025-09,2025-12,2025-12,182.33,,178.17,2025-12,09/2022,(12/2023),(09/2025),(12/2025),12/2025,182.33,(-),178.17,FlashReport_December_2025.pdf,35,4,2,pdfplumber-table3-v1
709858,OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL,BSNL,Department of Telecommunications,Telecommunication,PAN India,2024-02,2024-02,2025-08,2025-10,2025-10,810.99,,786.86,2025-12,02/2024,(02/2024),(08/2025),(10/2025),10/2025,810.99,(-),786.86,FlashReport_December_2025.pdf,35,8,3,pdfplumber-table3-v1
612063,"Construction of New Terminal Building, Second Link Taxi Track, Apron Expansion, and associated works at Prayagraj Airport- On Design & Build Basis.",Airport Authority of India [AAI],Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Uttar Pradesh,,2023-08,2024-11,2025-10,2025-10,219.18,274.38,215.51,2025-12,,(08/2023),(11/2024),(10/2025),10/2025,219.18,(274.38),215.51,FlashReport_December_2025.pdf,35,12,4,pdfplumber-table3-v1
400145,CHHAL OC SEAM III [6 MTY],South Eastern Coalfields Limited [SECL],Ministry of Coal,Coal,Chhattisgarh,2013-12,2013-12,2022-03,2026-01,2025-12,610.63,,583.26,2025-12,12/2013,(12/2013),(03/2022),(01/2026),12/2025,610.63,(-),583.26,FlashReport_December_2025.pdf,35,16,5,pdfplumber-table3-v1
702842,Nagpur Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,Waste & Water,Maharashtra,2015-12,2018-08,2023-03,2026-01,2026-01,273.78,271.86,267.57,2025-12,12/2015,(08/2018),(03/2023),(01/2026),01/2026,273.78,(271.86),267.57,FlashReport_December_2025.pdf,35,20,6,pdfplumber-table3-v1
612239,Construction of 100 bedded ESIC Hospital & 32 nos. of Staff qtrs at OMPURA J&K.,Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Jammu and Kashmir,2019-09,2021-12,2024-09,2025-12,2025-12,131.05,164.93,162.05,2025-12,09/2019,(12/2021),(09/2024),(12/2025),12/2025,131.05,(164.93),162.05,FlashReport_December_2025.pdf,35,24,7,pdfplumber-table3-v1
400158,Debottlenecking and Augmentation of Cryogenic facilities at Uran LPG Import Terminal,"Department of Water Resources, River Development & GR",Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2021-04,2021-04,2024-02,2025-12,2025-12,1164.69,1629.86,1048.74,2025-12,04/2021,(04/2021),(02/2024),(12/2025),12/2025,1164.69,(1629.86),1048.74,FlashReport_December_2025.pdf,35,28,8,pdfplumber-table3-v1
610985,Construction of lube oil blending plant at Rasayani,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2022-05,2022-05,2023-12,2025-12,2025-12,423.39,526.26,333.48,2025-12,05/2022,(05/2022),(12/2023),(12/2025),12/2025,423.39,(526.26),333.48,FlashReport_December_2025.pdf,35,29,9,pdfplumber-table3-v1
709748,BIKANER SOLAR POWER PROJECT,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Ministry of Power,Electricity Generation,Rajasthan,2021-10,2022-05,2024-04,2025-12,2025-12,5491.89,,5523.11,2025-12,10/2021,(05/2022),(04/2024),(12/2025),12/2025,5491.89,(-),5523.11,FlashReport_December_2025.pdf,35,33,10,pdfplumber-table3-v1
602194,Khurja super Thermal Power Plant [2X660 MW],THDC India Limited,Ministry of Power,Electricity Generation,Uttar Pradesh,2019-03,2019-08,2024-02,2025-09,2025-09,11089.42,13276.2,12888.23,2025-12,03/2019,(08/2019),(02/2024),(09/2025),09/2025,11089.42,(13276.2),12888.23,FlashReport_December_2025.pdf,35,34,11,pdfplumber-table3-v1
611659,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan[8.1 GW] under phase-II- Part E,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Rajasthan,2023-03,2023-03,2024-09,2026-01,2026-01,1433.28,1433.0,1433.0,2025-12,03/2023,(03/2023),(09/2024),(01/2026),01/2026,1433.28,(1433),1433,FlashReport_December_2025.pdf,35,37,12,pdfplumber-table3-v1
611937,Adraj Moti Vijapur 40 Kms,Western Railway (WR) - II,Ministry of Railways,Railways,Gujarat,2022-05,2022-05,2026-05,2025-12,2025-12,417.53,417.53,513.61,2025-12,05/2022,(05/2022),(05/2026),(12/2025),12/2025,417.53,(417.53),513.61,FlashReport_December_2025.pdf,35,41,13,pdfplumber-table3-v1
705300,Western Region Video Surveillance Project,RCIL,Ministry of Railways,Railways,PAN India,2020-06,2023-04,2023-12,2026-07,2026-01,227.59,,0.0,2025-12,06/2020,(04/2023),(12/2023),(07/2026),01/2026,227.59,(-),0,FlashReport_December_2025.pdf,35,42,14,pdfplumber-table3-v1
705779,"Phephna-Indara, Mau-Shahganj doubling excluding Indara-Mau",RVNL - I,Ministry of Railways,Railways,Uttar Pradesh,2017-05,2019-10,2024-12,2025-12,2025-12,1178.0,2215.0,2217.85,2025-12,05/2017,(10/2019),(12/2024),(12/2025),12/2025,1178,(2215),2217.85,FlashReport_December_2025.pdf,35,43,15,pdfplumber-table3-v1
705784,Janghai-Phaphamau Doubling Rail Line Project,RVNL,Ministry of Railways,Railways,Uttar Pradesh,2018-11,2020-03,2025-03,2025-01,2025-01,357.0,978.77,844.84,2025-12,11/2018,(03/2020),(03/2025),(01/2025),01/2025,357,(978.77),844.84,FlashReport_December_2025.pdf,36,1,16,pdfplumber-table3-v1
400065,Installation of 4th Slab Caster along with its Auxiliaries and a New Ladle Furnace in SMS-II at Rourkela Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Odisha,2022-01,2022-02,2025-05,2025-09,,1105.23,,809.53,2025-12,01/2022,(02/2022),(05/2025),(09/2025),NA,1105.23,(-),809.53,FlashReport_December_2025.pdf,36,5,17,pdfplumber-table3-v1
400235,"Setting up a common user Petroleum Terminal at Jammu, J&K for resitement of existing PSU OMC's Depots from Jammu City",Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Energy Storage,Jammu and Kashmir,2023-04,2023-04,2025-03,2026-01,2026-01,676.89,715.89,587.36,2026-01,04/2023,(04/2023),(03/2025),(01/2026),01/2026,676.89,(715.89),587.36,FlashReport_January_2026.pdf,36,3,1,pdfplumber-table3-v1
611657,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part C,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Gujarat,2023-03,2023-03,2025-03,2026-01,2026-01,2820.99,,2820.99,2026-01,03/2023,(03/2023),(03/2025),(01/2026),01/2026,2820.99,(-),2820.99,FlashReport_January_2026.pdf,36,7,2,pdfplumber-table3-v1
400234,Third Railway Line between Patratu-Sonnagar [291 kms],RVNL - II,Ministry of Railways,Railways,"Multi-States (Bihar, Jharkhand)",2016-11,2018-08,2026-03,2026-07,2026-02,8975.0,8975.0,5690.22,2026-01,11/2016,(08/2018),(03/2026),(07/2026),02/2026,8975,(8975),5690.22,FlashReport_January_2026.pdf,36,11,3,pdfplumber-table3-v1
702948,Jaunpur Sewerage Management Infrastructure Project,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,Waste & Water,Uttar Pradesh,2017-03,2019-08,2023-06,2026-03,2026-03,235.73,231.62,231.62,2026-02,03/2017,(08/2019),(06/2023),(03/2026),03/2026,235.73,(231.62),231.62,FlashReport_February_2026.pdf,36,3,1,pdfplumber-table3-v1
709790,Replacement and Extension of Jetty Pipelines [REJP] at KR,Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Kerala,2023-03,2023-03,2026-03,2026-02,2026-02,621.87,372.0,220.0,2026-02,03/2023,(03/2023),(03/2026),(02/2026),02/2026,621.87,(372),220,FlashReport_February_2026.pdf,36,7,2,pdfplumber-table3-v1
709789,Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR,Bharat Petroleum Corporation Limited [BPCL],Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2023-03,2023-03,2025-07,2026-02,2026-02,405.0,343.0,254.56,2026-02,03/2023,(03/2023),(07/2025),(02/2026),02/2026,405,(343),254.56,FlashReport_February_2026.pdf,36,8,3,pdfplumber-table3-v1
400161,"PP Project, Pata",Gas Authority of India Limited [GAIL],Ministry of Petroleum & Natural Gas,Oil & Gas,Uttar Pradesh,2019-03,2019-03,2024-01,2026-02,2026-02,910.56,1299.02,1082.0,2026-02,03/2019,(03/2019),(01/2024),(02/2026),02/2026,910.56,(1299.02),1082,FlashReport_February_2026.pdf,36,9,4,pdfplumber-table3-v1
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Rajasthan,2023-09,2023-09,2025-04,2026-02,2026-03,2190.54,,2190.54,2026-02,09/2023,(09/2023),(04/2025),(02/2026),03/2026,2190.54,(-),2190.54,FlashReport_February_2026.pdf,36,13,5,pdfplumber-table3-v1
705789,Penukonda - Dharmavaram Doubling Project [41.5 Km],South Western Railway [SWR] - II,Ministry of Railways,Railways,Andhra Pradesh,2018-06,2018-12,2026-03,2026-03,2026-02,307.66,307.66,311.28,2026-02,06/2018,(12/2018),(03/2026),(03/2026),02/2026,307.66,(307.66),311.28,FlashReport_February_2026.pdf,36,17,6,pdfplumber-table3-v1
611944,Quadrupling between Gandhidham Adipur with Y connection at Adipur for providing direct entry towards Mundra Port and Bhuj and high level platform at Gopalpur 11Kms,Western Railway [WR] - II,Ministry of Railways,Railways,Gujarat,2023-02,2023-02,2026-03,2026-01,2026-02,152.44,152.44,120.36,2026-02,02/2023,(02/2023),(03/2026),(01/2026),02/2026,152.44,(152.44),120.36,FlashReport_February_2026.pdf,36,18,7,pdfplumber-table3-v1
705635,Trivandrum- Kanyakumari,Southern Railway [SR] - I,Ministry of Railways,Railways,"Multi-States (Kerala, Tamil Nadu)",2017-08,2016-03,2025-03,2026-12,2026-03,1432.0,3785.45,2882.55,2026-02,08/2017,(03/2016),(03/2025),(12/2026),03/2026,1432,(3785.45),2882.55,FlashReport_February_2026.pdf,36,19,8,pdfplumber-table3-v1
618424,Construction of 2-Laning with hard shoulders of Hayuliang Hawai bypass Road on EPC basis from design Km. 51.825 to Km. 63.131 Existing Km 45.050 of HayuliangHawai road to Hawai Town under SARDP-NE -Balance work Pkg - IV,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,2017-01,2021-05,2023-05,2026-07,,256.66,216.76,0.0,2026-02,01/2017,(05/2021),(05/2023),(07/2026),NA,256.66,(216.76),0,FlashReport_February_2026.pdf,36,23,9,pdfplumber-table3-v1
701600,354 Uncovered Villages Scheme,Department of Telecommunications [DoT],Department of Telecommunications,Telecommunication,"Multi-States (Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Ladakh, Rajasthan, Uttar Pradesh)",2019-12,2020-04,2021-10,2025-08,,336.89,301.13,246.04,2026-03,12/2019,(04/2020),(10/2021),(08/2025),NA,336.89,(301.13),246.04,FlashReport_March_2026.pdf,36,3,1,pdfplumber-table3-v1
702631,"Ahmedabad Metro Rail Project, Phase-II",Gujarat Metro Rail Corporation Limited [GMRCL],Ministry of Housing & Urban Affairs,Urban Public Transport,Gujarat,2019-03,2019-03,2024-03,2025-12,,5384.17,,5358.41,2026-03,03/2019,(03/2019),(03/2024),(12/2025),NA,5384.17,(-),5358.41,FlashReport_March_2026.pdf,36,7,2,pdfplumber-table3-v1
702633,Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor,National Capital Region Transport Corporation [NCRTC],Ministry of Housing & Urban Affairs,Urban Public Transport,"Multi-States (Delhi, Uttar Pradesh)",2019-03,2019-03,2025-06,2026-02,2026-02,30274.0,30274.0,27950.13,2026-03,03/2019,(03/2019),(06/2025),(02/2026),02/2026,30274,(30274),27950.13,FlashReport_March_2026.pdf,36,8,3,pdfplumber-table3-v1
612185,C/o Construction of 200 bedded [Up-gradable to 300 bedded] ESI Hospital at Surat Gujarat.,Employee's State Insurance Company [ESIC],Ministry of Labour and Employment,Healthcare,Gujarat,2019-06,2021-03,2025-06,2026-01,,209.36,,202.62,2026-03,06/2019,(03/2021),(06/2025),(01/2026),NA,209.36,(-),202.62,FlashReport_March_2026.pdf,36,12,4,pdfplumber-table3-v1
616235,Construction of Aviation Fuel farm Facilities at Bhogapuram Airport,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Energy Storage,Andhra Pradesh,2024-08,2024-08,2026-03,2026-03,2026-03,240.0,240.0,152.91,2026-03,08/2024,(08/2024),(03/2026),(03/2026),03/2026,240,(240),152.91,FlashReport_March_2026.pdf,36,16,5,pdfplumber-table3-v1
400077,"Grass root POL Terminal at Vallur, Chennai",Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Energy Storage,Tamil Nadu,2022-01,2022-01,2024-12,2026-03,2026-03,827.0,887.71,661.1,2026-03,01/2022,(01/2022),(12/2024),(03/2026),03/2026,827,(887.71),661.1,FlashReport_March_2026.pdf,36,17,6,pdfplumber-table3-v1
709766,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts",MinistryofPetroleumNaturalGas,Ministry of Petroleum & Natural Gas,Oil & Gas,Andhra Pradesh,2022-03,2022-03,2030-03,2026-03,2026-03,1420.0,1420.0,171.55,2026-03,03/2022,(03/2022),(03/2030),(03/2026),03/2026,1420,(1420),171.55,FlashReport_March_2026.pdf,36,20,7,pdfplumber-table3-v1
709846,Part Replacement Pipeline Project [PRPP],Oil and Natural Gas Corporation Limited [ONGC],Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2022-11,2022-11,2024-05,2026-03,2026-03,1219.48,1145.1,833.21,2026-03,11/2022,(11/2022),(05/2024),(03/2026),03/2026,1219.48,(1145.1),833.21,FlashReport_March_2026.pdf,36,21,8,pdfplumber-table3-v1
701350,Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Assam, West Bengal)",2021-06,2021-06,2024-12,2026-03,2026-03,860.0,750.0,639.43,2026-03,06/2021,(06/2021),(12/2024),(03/2026),03/2026,860,(750),639.43,FlashReport_March_2026.pdf,36,22,9,pdfplumber-table3-v1
701568,Construction of oil jetty No.8 at old kandla through internal resources,Deendayal Port Trust [DPT],"Ministry of Ports, Shipping and Waterways",Shipping,Gujarat,2018-02,2021-02,2023-02,2024-07,2024-03,100.0,225.85,186.47,2026-03,02/2018,(02/2021),(02/2023),(07/2024),03/2024,100,(225.85),186.47,FlashReport_March_2026.pdf,36,26,10,pdfplumber-table3-v1
701576,Berth No. 2 [previously Berth 3] of HDC Mechanization Project,"Haldia Dock Complex, Syama Prasad Mookerjee Port Authority","Ministry of Ports, Shipping and Waterways",Shipping,West Bengal,2022-11,2023-03,2025-09,2026-01,2026-01,298.26,298.26,480.0,2026-03,11/2022,(03/2023),(09/2025),(01/2026),01/2026,298.26,(298.26),480,FlashReport_March_2026.pdf,36,27,11,pdfplumber-table3-v1
602193,Tehri Pumped Storage Plant Project [4x250 MW],THDC India Limited,Ministry of Power,Electricity Generation,Uttarakhand,2006-07,2011-06,2022-06,2026-04,2026-04,4825.6,8339.0,8267.03,2026-03,07/2006,(06/2011),(06/2022),(04/2026),04/2026,4825.6,(8339),8267.03,FlashReport_March_2026.pdf,36,31,12,pdfplumber-table3-v1
612856,Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool New Substation,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Andhra Pradesh,2023-05,2023-12,2025-09,2026-03,2026-03,163.61,,163.61,2026-03,05/2023,(12/2023),(09/2025),(03/2026),03/2026,163.61,(-),163.61,FlashReport_March_2026.pdf,36,34,13,pdfplumber-table3-v1
705651,Katni - Bina Third Railway Line [279 km],West Central Railway WCR I,Ministry of Railways,Railways,Madhya Pradesh,2016-06,2017-01,2022-03,2026-02,2026-03,2478.23,4127.23,3368.11,2026-03,06/2016,(01/2017),(03/2022),(02/2026),03/2026,2478.23,(4127.23),3368.11,FlashReport_March_2026.pdf,36,38,14,pdfplumber-table3-v1
705662,Hotgi-Kudgi-Gadag Doubling Project,South Western Railway [SWR] - II,Ministry of Railways,Railways,"Multi-States (Karnataka, Maharashtra)",2014-04,2016-01,2024-12,2026-03,2026-03,1878.0,2459.0,2771.29,2026-03,04/2014,(01/2016),(12/2024),(03/2026),03/2026,1878,(2459),2771.29,FlashReport_March_2026.pdf,36,39,15,pdfplumber-table3-v1
618575,"6L Standalone Flyovers at Bongaigaon, Chapaguri, Pathsala, Simlaguri chowk and Baihata Bypass Junctions on stretches of NH-31 and NH-27",National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,Assam,2022-03,2023-01,2024-07,2026-02,,457.72,412.15,371.63,2026-03,03/2022,(01/2023),(07/2024),(02/2026),NA,457.72,(412.15),371.63,FlashReport_March_2026.pdf,36,43,16,pdfplumber-table3-v1
618461,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-30 Ch 803420 to Ch.824920 [Baletiya Village - Junction near Pratap Nagar Village],National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,Gujarat,2019-11,2021-09,2023-09,2026-01,,1800.73,1800.73,1090.06,2026-03,11/2019,(09/2021),(09/2023),(01/2026),NA,1800.73,(1800.73),1090.06,FlashReport_March_2026.pdf,37,1,17,pdfplumber-table3-v1
618546,Construction of Tunnels/Viaducts at identified sliding/slip zones at Km 130.550 to Km.130.750 Km. 131.170 to Km. 131.763 Km. 132.560 to Km. 133.168 Km. 133.590 to Km. 133.743 and Km. 147.877 to Km. 148.715 of Udhampur-Ramban section of NH-44,National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,Jammu and Kashmir,2021-09,2022-04,2023-10,2025-12,,442.14,533.11,458.86,2026-03,09/2021,(04/2022),(10/2023),(12/2025),NA,442.14,(533.11),458.86,FlashReport_March_2026.pdf,37,2,18,pdfplumber-table3-v1
618548,Stand-alone Ring road/bypass around Jammu City from Raya Morh km. -0.687 to Jagti km. 57.568,National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,Jammu and Kashmir,2017-12,2018-01,2021-01,2026-01,,2023.88,2117.63,996.53,2026-03,12/2017,(01/2018),(01/2021),(01/2026),NA,2023.88,(2117.63),996.53,FlashReport_March_2026.pdf,37,3,19,pdfplumber-table3-v1
619115,4L of Byrapura to Challakere Section from km 308.550 to km 358.500 of NH-150 A,National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,Karnataka,2018-03,2018-12,2020-12,2026-03,,796.77,1195.54,430.26,2026-03,03/2018,(12/2018),(12/2020),(03/2026),NA,796.77,(1195.54),430.26,FlashReport_March_2026.pdf,37,4,20,pdfplumber-table3-v1
618696,Bellary to Byrapura Section km 253.600 to km 308.550 of NH-150A,National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Andhra Pradesh, Karnataka)",2018-03,2019-10,2021-10,2026-03,,1281.47,1689.6,553.21,2026-03,03/2018,(10/2019),(10/2021),(03/2026),NA,1281.47,(1689.6),553.21,FlashReport_March_2026.pdf,37,5,21,pdfplumber-table3-v1
618876,4L of Nagina-Kashipur section from km. 73.00 to km. 175.00 of NH-74,National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",2015-01,2017-10,2020-04,2026-02,,2125.03,2531.19,496.78,2026-03,01/2015,(10/2017),(04/2020),(02/2026),NA,2125.03,(2531.19),496.78,FlashReport_March_2026.pdf,37,6,22,pdfplumber-table3-v1
618789,6L of IT City Chowk to Kurali Chandigarh Road,National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,Punjab,2021-03,2022-10,2024-10,2025-12,,1525.31,1936.54,1695.39,2026-03,03/2021,(10/2022),(10/2024),(12/2025),NA,1525.31,(1936.54),1695.39,FlashReport_March_2026.pdf,37,7,23,pdfplumber-table3-v1
618689,4L Rampur Bypass from Km. 181.000 to Km. 189.500,National Highways Authority of India [NHAI],Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2021-10,2022-10,2024-04,2026-03,,364.47,307.95,272.05,2026-03,10/2021,(10/2022),(04/2024),(03/2026),NA,364.47,(307.95),272.05,FlashReport_March_2026.pdf,37,8,24,pdfplumber-table3-v1
709827,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,National Mineral Development Corporation Limited [NMDC],Ministry of Steel,Steel,Chhattisgarh,2021-07,2022-10,2025-12,2026-03,2026-03,349.75,,326.85,2026-03,07/2021,(10/2022),(12/2025),(03/2026),03/2026,349.75,(-),326.85,FlashReport_March_2026.pdf,37,12,25,pdfplumber-table3-v1
