project_code,project_name,agency,ministry,sector,state,approval_date,start_date,original_completion_date,revised_completion_date,actual_completion_date,original_cost,revised_cost,cumulative_expenditure,report_month,approval_date_raw,start_date_raw,original_completion_date_raw,revised_completion_date_raw,actual_completion_date_raw,original_cost_raw,revised_cost_raw,cumulative_expenditure_raw,source_file,source_page,source_row_number,source_serial_number,extraction_method
N16000249,KOYALI AHMEDNAGAR SOLAPUR PIPELINE,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2022-02,,,1945.0,,2100.35,2024-03,,,02/2022,,,"1,945.00",,"2,100.35",FR_mar_2024.pdf,38,14,250,pdfplumber-table2-v1
N16000283,LPG BP PROJECT KHORDHA Central Sector Projects,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2019-12,,,161.59,,153.78,2024-03,,,12/2019,,,161.59,,153.78,FR_mar_2024.pdf,38,15,251,pdfplumber-table2-v1
N16000323,INFRASTRUCTURE DEVELOPMENT TO FACILITATE BULK IMPORT OF GRID POWER AT 220 KV AT MATHURA REFINERY,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2020-08,,,255.4,,244.69,2024-03,,,08/2020,,,255.40,,244.69,FR_mar_2024.pdf,38,16,252,pdfplumber-table2-v1
N16000351,GRASS ROOT TERMINAL AT MALKAPUR,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2022-04,,,611.0,,455.0,2024-03,,,04/2022,,,611.00,,455.00,FR_mar_2024.pdf,38,17,253,pdfplumber-table2-v1
N16000381,LPG BP PROJECT CHITTOOR,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2022-07,,,167.0,,110.26,2024-03,,,07/2022,,,167.00,,110.26,FR_mar_2024.pdf,38,18,254,pdfplumber-table2-v1
N16000383,COMPRESSED BIO GAS PLANT AT GORAKHPUR,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2021-07,,,164.69,,145.63,2024-03,,,07/2021,,,164.69,,145.63,FR_mar_2024.pdf,38,19,255,pdfplumber-table2-v1
N16000393,INSTALLATION OF SECOND CATALYTIC DEWAXING UNIT (CDW-II) AT HALDIA REFINERY,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2023-01,,,1019.0,,776.55,2024-03,,,01/2023,,,"1,019.00",,776.55,FR_mar_2024.pdf,38,20,256,pdfplumber-table2-v1
N16000395,INFRASTRUCTURE DEVELOPMENT FOR UTILIZATION OF NATURAL GAS AT PARADIP REFINERY Central Sector Projects,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2022-07,,,202.16,,152.09,2024-03,,,07/2022,,,202.16,,152.09,FR_mar_2024.pdf,38,21,257,pdfplumber-table2-v1
N16000399,MUZAFFARPUR-MOTIHARI LPG PIPELINE,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2022-08,,,403.0,,293.64,2024-03,,,08/2022,,,403.00,,293.64,FR_mar_2024.pdf,38,22,258,pdfplumber-table2-v1
N16000400,REPLACEMENT OF EXISTING TWIN 42” OFFSHORE PIPELINES AT VADINAR ALONG WITH TWO EXISTING PIPELINE END,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2022-12,,,1378.0,,1150.99,2024-03,,,12/2022,,,"1,378.00",,"1,150.99",FR_mar_2024.pdf,38,23,259,pdfplumber-table2-v1
N16000447,NEW LPG PLANT AT VARANASI EPC,HINDUSTAN PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2024-05,,,194.62,,188.01,2024-03,,,05/2024,,,194.62,,188.01,FR_mar_2024.pdf,38,24,260,pdfplumber-table2-v1
N16000459,CITY GAS DISTRIBUTION NETWORK PROJECT AT AHMEDNAGAR AND AURANGABAD Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2028-09,,,3972.18,,1517.0,2024-03,,,09/2028,,,"3,972.18",,"1,517.00",FR_mar_2024.pdf,38,25,261,pdfplumber-table2-v1
N16000460,CITY GAS DISTRIBUTION NETWORK PROJECT AT SANGLI AND SATARA Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2028-11,,,2337.98,,755.01,2024-03,,,11/2028,,,"2,337.98",,755.01,FR_mar_2024.pdf,39,4,262,pdfplumber-table2-v1
N16000461,CITY GAS DISTRIBUTION NETWORK PROJECT AT BALLARI AND GADAG Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2028-09,,,897.62,,210.8,2024-03,,,09/2028,,,897.62,,210.80,FR_mar_2024.pdf,39,5,263,pdfplumber-table2-v1
N16000462,CITY GAS DISTRIBUTION NETWORK PROJECT AT JAJPUR AND KENDUJHAR Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2030-03,,,741.29,,285.22,2024-03,,,03/2030,,,741.29,,285.22,FR_mar_2024.pdf,39,6,264,pdfplumber-table2-v1
N16000463,CITY GAS DISTRIBUTION NETWORK PROJECT AT ANGUL AND DHENKANAL Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2030-03,,,605.65,,195.09,2024-03,,,03/2030,,,605.65,,195.09,FR_mar_2024.pdf,39,7,265,pdfplumber-table2-v1
N16000464,"CITY GAS DISTRIBUTION NETWORK PROJECT AT BARGARH, DEBGARH AND SAMBALPUR Central Sector Projects",BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2030-03,,,599.19,,233.11,2024-03,,,03/2030,,,599.19,,233.11,FR_mar_2024.pdf,39,8,266,pdfplumber-table2-v1
N16000465,CITY GAS DISTRIBUTION NETWORK PROJECT AT JAGATSINGHPUR AND KENDRAPARA Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2030-03,,,485.91,,156.89,2024-03,,,03/2030,,,485.91,,156.89,FR_mar_2024.pdf,39,9,267,pdfplumber-table2-v1
N16000466,"CITY GAS DISTRIBUTION NETWORK PROJECT AT AMETHI, RAEBARELI AND PRATAPGARH Central Sector Projects",BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2028-09,,,432.06,,146.15,2024-03,,,09/2028,,,432.06,,146.15,FR_mar_2024.pdf,39,10,268,pdfplumber-table2-v1
N16000467,"CITY GAS DISTRIBUTION NETWORK PROJECT AT BILASPUR, HAMIRPUR AND UNA Central Sector Projects",BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2030-09,,,427.94,,80.16,2024-03,,,09/2030,,,427.94,,80.16,FR_mar_2024.pdf,39,11,269,pdfplumber-table2-v1
N16000468,CITY GAS DISTRIBUTION NETWORK PROJECT AT SIDHI AND SANGRAULI Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2029-03,,,350.35,,85.74,2024-03,,,03/2029,,,350.35,,85.74,FR_mar_2024.pdf,39,12,270,pdfplumber-table2-v1
N16000473,CITY GAS DISTRIBUTION NETWORK PROJECT AT ROHTAK Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2025-06,,,261.48,,162.6,2024-03,,,06/2025,,,261.48,,162.60,FR_mar_2024.pdf,39,13,271,pdfplumber-table2-v1
N16000474,CITY GAS DISTRIBUTION NETWORK PROJECT AT CHATRA AND PALAMU Central Sector Projects,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2029-03,,,230.25,,54.41,2024-03,,,03/2029,,,230.25,,54.41,FR_mar_2024.pdf,39,14,272,pdfplumber-table2-v1
N18000336,GUJRAI SOLAR POWER PROJECT Central Sector Projects,SATLUJ JAL VIDYUT NIGAM LIMITED,,POWER,,,,2023-08,,,279.94,,230.05,2024-03,,,08/2023,,,279.94,,230.05,FR_mar_2024.pdf,39,17,273,pdfplumber-table2-v1
N18000340,RAGHANESDA SOLAR POWER PROJECT Central Sector Projects,SATLUJ JAL VIDYUT NIGAM LIMITED,,POWER,,,,2023-12,,,642.15,,514.52,2024-03,,,12/2023,,,642.15,,514.52,FR_mar_2024.pdf,39,18,274,pdfplumber-table2-v1
N24000493,FOUR LANING OF SULTANPUR TO VARANASI (PKG-I),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2018-06,,,1027.53,,2648.96,2024-03,,,06/2018,,,"1,027.53",,"2,648.96",FR_mar_2024.pdf,39,21,275,pdfplumber-table2-v1
N24000499,FOUR LANING OF GHAGHRA BRIDGE TO VARANASI (PKG-II),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2018-06,,,667.0,,3056.55,2024-03,,,06/2018,,,667.00,,"3,056.55",FR_mar_2024.pdf,39,22,276,pdfplumber-table2-v1
N24000886,CONSTRUCTION OF ROAD FROM KM. 1 TO KM. 49/4 OF NH-26A IN THE STATE OF MADHYA PRADESH.,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2017-03,,,205.05,,155.52,2024-03,,,03/2017,,,205.05,,155.52,FR_mar_2024.pdf,39,23,277,pdfplumber-table2-v1
N24000891,UPGRADATION OF DABOH-UP BORDER ROAD TO 2L + PS,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2018-03,,,233.04,,187.88,2024-03,,,03/2018,,,233.04,,187.88,FR_mar_2024.pdf,39,24,278,pdfplumber-table2-v1
N24001210,REHABILITATION AND UPGRADATION OF EXISTING PAVEMENT TO FOUR LANE WITH PAVED SHOULDER FROM KM 135.230,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2021-06,,,306.59,,251.95,2024-03,,,06/2021,,,306.59,,251.95,FR_mar_2024.pdf,40,4,279,pdfplumber-table2-v1
N24001330,KARGIL-ZANSKR PACKAGE-5 EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,ROAD TRANSPORT AND HIGHWAYS,,,,2023-12,,,169.79,,200.8,2024-03,,,12/2023,,,169.79,,200.80,FR_mar_2024.pdf,40,5,280,pdfplumber-table2-v1
N24001497,AHMEDNAGAR BYPASS PPP BOT (Hybrid Annuity),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2023-07,,,715.0,,571.75,2024-03,,,07/2023,,,715.00,,571.75,FR_mar_2024.pdf,40,6,281,pdfplumber-table2-v1
N06000173,SRP OC-II EXPANSION PROJECT,SCCL,,COAL,TELANGANA,,,2018-03,,,272.73,,269.65,2024-06,,,03/2018,,,272.73,,269.65,June.pdf,7,2,1,pdfplumber-table3-v1
N28000089,"C/O OF 152 NOS TYPE-II,304 NOS,TYPE-III,76 NOS, TYPE-IV QTRS. FOR INCOME TAX DEPARTMENT AT CHENNAI",CPWD FOR FINANC,,FINANCE,TAMIL NADU,,,2019-10,,,209.0,,205.72,2024-06,,,10/2019,,,209.00,,205.72,June.pdf,7,4,2,pdfplumber-table3-v1
N28000118,CONSTRUCTION OF ATAL AKSHAY URJA BHAWAN CGO COMPLEX LODHI ROAD NEW DELHI,CPWD R ENERGY,,RENEWABLE ENERGY,DELHI,,,2019-11,,,271.9,,329.49,2024-06,,,11/2019,,,271.90,,329.49,June.pdf,7,6,3,pdfplumber-table3-v1
N24000883,"DEVELOPMENT OF 4-LANING SECTION OF NH-31 FROM KM 551.36 (GHOSHPUKUR) TO KM 563.26 (BIHAR MORE, BAGDO",MoRTH,,ROAD TRANSPORT AND HIGHWAYS,WEST BENGAL,,,2020-10,,,254.3,,197.33,2024-06,,,10/2020,,,254.30,,197.33,June.pdf,7,8,4,pdfplumber-table3-v1
N24000933,CONSTRUCTION OF 4-LANE BYPASS TO VIJAYANAGARAM TOWN ON NH43 (NEW NH26) FROM 537/6 TO 552/0 (RAIPUR-V,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2017-11,,,429.43,,385.4,2024-06,,,11/2017,,,429.43,,385.40,June.pdf,7,9,5,pdfplumber-table3-v1
N24000934,REHABILITATION AND UPGRADATION OF NH326A FROM KM 0/0 TO 41/979 (EXCLUDING KM 2/255 TO 3/372 AND KM 3,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2018-08,,,228.32,,176.26,2024-06,,,08/2018,,,228.32,,176.26,June.pdf,7,10,6,pdfplumber-table3-v1
N24000939,REHABILITATION AND UPGRADATION OF NEW NH-544E FROM KM. 0.000 TO KM 56.803 OF KODIKONDA - MADAKASIRA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2018-11,,,504.19,,516.39,2024-06,,,11/2018,,,504.19,,516.39,June.pdf,7,11,7,pdfplumber-table3-v1
N24000965,REHABILITATION AND UPGRADATION OF DHINDI- DIGAMARRU SECTION FROM KM126/510 TO KM135/740 OF NH214(NH21,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2016-05,,,386.09,,266.29,2024-06,,,05/2016,,,386.09,,266.29,June.pdf,8,1,8,pdfplumber-table3-v1
N24000967,REHABILITATION AND UPGRADATION OF LOSARI- MACHAVARAM SECTION FROM KM34/230 TO KM84/550 OF NH214(NH216,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2016-09,,,444.84,,423.36,2024-06,,,09/2016,,,444.84,,423.36,June.pdf,8,2,9,pdfplumber-table3-v1
N24000966,REHABILITATION UPGRADATION OF NH214(NH216) FROM KM41.161 TO KM59.800(GURJANAPALLI TO POLEKURU SECT,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2016-08,,,348.95,,317.36,2024-06,,,08/2016,,,348.95,,317.36,June.pdf,8,3,10,pdfplumber-table3-v1
N24000968,REHABILITATION AND UPGRADATION OF MACHILIPATNAM TO AVANIGADDA SECTION FROM KM84/550 - 124/200 OF NH2,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2017-08,,,376.25,,405.97,2024-06,,,08/2017,,,376.25,,405.97,June.pdf,8,4,11,pdfplumber-table3-v1
N24000970,REHABILITAITON AND UPGRADATION OF REPALLE TO EEPPURPALEM SECTION FROM KM 128/927 TO KM 195/000 OF NH,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2018-01,,,576.48,,685.2,2024-06,,,01/2018,,,576.48,,685.20,June.pdf,8,5,12,pdfplumber-table3-v1
N24000692,4-LANNING OF END OF PANDOH BYPASS TAKOLI IN H.P,NHAI,,ROAD TRANSPORT AND HIGHWAYS,HIMACHAL PRADESH,,,2020-06,,,2485.93,,1421.76,2024-06,,,06/2020,,,"2,485.93",,"1,421.76",June.pdf,8,6,13,pdfplumber-table3-v1
N24001384,REHABILITATION AND UP GRADATION OF NH-544E FROM KM 56/803 TO KM 99/179 OF MADAKASIRA TO SIRA SECTION,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2021-03,,,207.79,,177.96,2024-06,,,03/2021,,,207.79,,177.96,June.pdf,8,7,14,pdfplumber-table3-v1
N24001385,WIDENING AND STRENGTHENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 491/000 TO KM 525/200 OF RAIPUR,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2021-05,,,221.4,,171.44,2024-06,,,05/2021,,,221.40,,171.44,June.pdf,8,8,15,pdfplumber-table3-v1
N24001478,"WIDENING AND STRENGTHENING FROM KM.15.000 TO KM, 58.600 (BHADEWARA -DRAMANDGANJ SECTION) OF NATIONAL",MoRTH,,ROAD TRANSPORT AND HIGHWAYS,UTTAR PRADESH,,,2024-05,,,257.97,,132.48,2024-06,,,05/2024,,,257.97,,132.48,June.pdf,9,1,16,pdfplumber-table3-v1
N24001757,4L OF KHEDAKHAJURIYA TO SUHAGADI FROM KM. 41.400 TO KM. 89.200 OF NH-148NG (PKG-II),NHAI,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,2024-10,,,876.37,,370.28,2024-06,,,10/2024,,,876.37,,370.28,June.pdf,9,2,17,pdfplumber-table3-v1
N24001930,FORMATION OF BYPASS ROAD TO KADIRI TOWN FROM ON NH42,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2023-09,,,220.66,,164.53,2024-06,,,09/2023,,,220.66,,164.53,June.pdf,9,3,18,pdfplumber-table3-v1
N18000244,EASTERN REGION STRENTHENING SCHEME XVII( PART B),PGCIL,,POWER,MULTI STATE,,,2019-06,,,235.53,,170.26,2024-07,,,06/2019,,,235.53,,170.26,July_Part-II.pdf,7,2,1,pdfplumber-table3-v1
N18000262,TRANSMISSION SYSTEM FOR EVACUTION OF POWER FROM NEYVELI LIGNITE CORP LTD TS - I (REPLACEMENT) IN NEY,PGCIL,,POWER,TAMIL NADU,,,2019-07,,,186.17,,180.54,2024-07,,,07/2019,,,186.17,,180.54,July_Part-II.pdf,7,3,2,pdfplumber-table3-v1
N18000299,"TRANSMISSION SYSTEM FOR POWER EVACUATION FROM ARUN-3 (900MW) HEP, NEPAL OF M/S SAPDC- INDIAN PORTION",PGCIL,,POWER,BIHAR,,,2023-04,,,179.29,,116.97,2024-07,,,04/2023,,,179.29,,116.97,July_Part-II.pdf,7,4,3,pdfplumber-table3-v1
N18000302,IMPLEMENTATION OF 500 MVAR THYRISTOR CONTROLLED REACTOR AT KURUKSHETRA,PGCIL,,POWER,HARYANA,,,2022-03,,,267.33,,111.63,2024-07,,,03/2022,,,267.33,,111.63,July_Part-II.pdf,7,5,4,pdfplumber-table3-v1
N18000303,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,,POWER,RAJASTHAN,,,2022-12,,,353.85,,273.06,2024-07,,,12/2022,,,353.85,,273.06,July_Part-II.pdf,7,6,5,pdfplumber-table3-v1
N18000304,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,,POWER,RAJASTHAN,,,2022-12,,,1340.81,,1318.34,2024-07,,,12/2022,,,1340.81,,1318.34,July_Part-II.pdf,7,7,6,pdfplumber-table3-v1
N18000314,"TRANSMISSION SYSTEM FOR PROVIDING CONNECTIVITY TO RE PROJECTS AT BIKANER (PG), FATEHGARH-II AND BHAD",PGCIL,,POWER,RAJASTHAN,,,2021-01,,,562.86,,409.38,2024-07,,,01/2021,,,562.86,,409.38,July_Part-II.pdf,7,8,7,pdfplumber-table3-v1
N18000317,RELIABLE COMMUNICATION SCHEME UNDER CENTRAL SECTOR FOR NORTHERN REGION,PGCIL,,POWER,MULTI STATE,,,2021-11,,,241.38,,243.75,2024-07,,,11/2021,,,241.38,,243.75,July_Part-II.pdf,7,9,8,pdfplumber-table3-v1
N18000327,"NORTH EAST-NORTHERN/ WESTERN INTERCONNECTOR-I, PART-C",PGCIL,,POWER,ASSAM,,,2023-03,,,1326.0,,1466.21,2024-07,,,03/2023,,,1326,,1466.21,July_Part-II.pdf,8,1,9,pdfplumber-table3-v1
N18000329,AUGMENTATION OF TRANSFORMATION CAPACITY IN SOUTHERN REGION.,PGCIL,,POWER,MULTI STATE,,,2023-03,,,176.22,,95.43,2024-07,,,03/2023,,,176.22,,95.43,July_Part-II.pdf,8,2,10,pdfplumber-table3-v1
N18000339,RELIABLE COMMUNICATION SCHEME UNDER CENTRAL SECTOR FOR SOUTHERN REGION,PGCIL,,POWER,MULTI STATE,,,2021-11,,,173.94,,130.76,2024-07,,,11/2021,,,173.94,,130.76,July_Part-II.pdf,8,3,11,pdfplumber-table3-v1
N18000341,POWERGRID NEEMUCH TRANSMISSION SYSTEM LIMITED,PGCIL,,POWER,MULTI STATE,,,2024-02,,,863.99,,547.13,2024-07,,,02/2024,,,863.99,,547.13,July_Part-II.pdf,8,4,12,pdfplumber-table3-v1
N18000371,SCHEME TO RELIEVE HIGH LOADING OF WR-NR INTER REGIONAL CORRIDOR,PGCIL,,POWER,RAJASTHAN,,,2024-05,,,200.58,,134.39,2024-07,,,05/2024,,,200.58,,134.39,July_Part-II.pdf,8,5,13,pdfplumber-table3-v1
N24000305,FOUR LANING OF NUMALIGARH TO JORHAT SECTION FROM KM. 402.500 TO KM. 453.000 (DESIGN KM 403.200 TO KM,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,ASSAM,,,2018-05,,,454.89,,569.94,2024-07,,,05/2018,,,454.89,,569.94,July_Part-II.pdf,8,7,14,pdfplumber-table3-v1
N24000475,JABALPUR TO HIREN RIVER SECTION OF NH-12 IN MADHYA PRADESH KM 11/400 TO 66/400,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,2020-01,,,628.45,,531.11,2024-07,,,01/2020,,,628.45,,531.11,July_Part-II.pdf,8,8,15,pdfplumber-table3-v1
N24001485,INTEGRATED STRUCTURE WITH DEVELOPMENT OF OTHER ALLIED STRUCTURES ON BOTH SIDES OF CHANDNI CHOWK JUNC,NHAI,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2022-02,,,397.6,,375.1,2024-07,,,02/2022,,,397.6,,375.1,July_Part-II.pdf,8,9,16,pdfplumber-table3-v1
N24000870,UPGRADATION OF REWA-SIRMOUR ROAD TO 2L + PS,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,2018-03,,,162.56,,141.26,2024-07,,,03/2018,,,162.56,,141.26,July_Part-II.pdf,8,10,17,pdfplumber-table3-v1
N24001376,WIDENING OF EXISTING ROAD TO 2 LANE WITH PAVED SHOULDER FROM HUKANJURI TO KHONSA SECTION OF NH-315A,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ARUNACHAL PRADESH,,,2027-03,,,182.55,,119.02,2024-07,,,03/2027,,,182.55,,119.02,July_Part-II.pdf,9,1,18,pdfplumber-table3-v1
N24001380,WIDENING EXISTING 2 LANE TO 4 LANE WITH PAVED SHOULDER INCLUDING STRENGTHENING CARRIAGEWAY FROM KM 8,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,TAMIL NADU,,,2021-02,,,302.62,,324.68,2024-07,,,02/2021,,,302.62,,324.68,July_Part-II.pdf,9,2,19,pdfplumber-table3-v1
N24001398,MARIAM - PEREN (PKG 2A),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,MANIPUR,,,2023-03,,,204.58,,126.78,2024-07,,,03/2023,,,204.58,,126.78,July_Part-II.pdf,9,3,20,pdfplumber-table3-v1
N12000126,UP GRADATION OF AUTOMATION SYSTEM OF HOT STRIP MILL AT BOKARO STEEL PLANT,SAIL,,STEEL,JHARKHAND,,,2024-06,,,207.74,,185.01,2024-07,,,06/2024,,,207.74,,185.01,July_Part-II.pdf,9,5,21,pdfplumber-table3-v1
N06000088,KARMA OCP (1.0MTY),CCL,,COAL,JHARKHAND,,,2014-03,,,162.46,,95.92,2024-08,,,03/2014,,,162.46,,95.92,August_Part-2(List_of_tables).pdf,8,2,1,pdfplumber-table3-v1
N24000549,4-LANNING OF VARANASI GORAKHPUR SECTION OF NH-29 FROM 88.00 148.00 KM 4-LANNING OF VARANASI GORAKHPU,NHAI,,ROAD TRANSPORT AND HIGHWAYS,UTTAR PRADESH,,,2019-10,,,1396.74,,3986.5,2024-08,,,10/2019,,,"1,396.74",,"3,986.50",August_Part-2(List_of_tables).pdf,8,4,2,pdfplumber-table3-v1
N24000662,CONSTRUCTION OF PARTIALLY ACESS CONTROLLED FOUR LANE ELEVATED HIGHWAY BETWEEN SAMRALA CHOWK (DESIGN,NHAI,,ROAD TRANSPORT AND HIGHWAYS,PUNJAB,,,2020-03,,,754.54,,800.29,2024-08,,,03/2020,,,754.54,,800.29,August_Part-2(List_of_tables).pdf,8,5,3,pdfplumber-table3-v1
N24000691,SIX-LANNING OF GREENFIELD PROPOSED UDAIPUR BYPASS PKG-IV,NHAI,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2020-04,,,894.0,,1082.77,2024-08,,,04/2020,,,894.00,,"1,082.77",August_Part-2(List_of_tables).pdf,8,6,4,pdfplumber-table3-v1
N24000711,FOUR LANING OF DANGIAWAS (KM 96.595 TO NH- 112) TO JAJIWAL (KM 283.500 OF NH 65 NAGAUR ROAD) SECTIO,NHAI,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2020-12,,,1308.73,,1308.73,2024-08,,,12/2020,,,"1,308.73",,"1,308.73",August_Part-2(List_of_tables).pdf,8,7,5,pdfplumber-table3-v1
N24000944,CONSTRUCTION OF 2 LANING OF EXISTING HUNLI- ANINI ROAD ON EPC BASIS FROM DESIGN KM 106.200 TO KM 120.,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,ARUNACHAL PRADESH,,,2020-01,,,200.44,,161.25,2024-08,,,01/2020,,,200.44,,161.25,August_Part-2(List_of_tables).pdf,8,8,6,pdfplumber-table3-v1
N24001300,6-LANING OF VIJAYAWADA BYPASS FROM CHINNA AVUTUPALLI (DESIGN CH.0+000) TO GOLLAPUDI (DESIGN CH. 30+0,NHAI,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2021-02,,,1226.88,,1438.66,2024-08,,,02/2021,,,"1,226.88",,"1,438.66",August_Part-2(List_of_tables).pdf,8,9,7,pdfplumber-table3-v1
N24001333,TWO- LANE WITH PAVED SHOULDER CONFIGURATION OF IMPHAL - MOREH SECTION OF NH-39 FROM KM 330 TO KM 350,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,ASSAM,,,2023-05,,,761.54,,430.31,2024-08,,,05/2023,,,761.54,,430.31,August_Part-2(List_of_tables).pdf,9,1,8,pdfplumber-table3-v1
N24001409,4L+PS OF RAS-BEAWAR SECTION (KM 0.00 TO KM 30.00) OF NH-158 (GNHCP) WORLD BANK. PKG-I.,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2024-03,,,319.09,,138.67,2024-08,,,03/2024,,,319.09,,138.67,August_Part-2(List_of_tables).pdf,9,2,9,pdfplumber-table3-v1
N24001412,4L+PS OF NH -58 FROM BEAWAR-GOMTI (OLD CH KM 108.600 TO KM 144 KM 158.419 TO KM 173.300 PKG-II.,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2023-10,,,339.65,,207.23,2024-08,,,10/2023,,,339.65,,207.23,August_Part-2(List_of_tables).pdf,9,3,10,pdfplumber-table3-v1
N24001413,2L+PS FROM KM 148/170 TO 211 /100 (DEVAL- DUNGARPUR-HIRATA - VARDA-SAGWARA) SECTION OF NH-927A. PKG-,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2024-01,,,240.99,,233.39,2024-08,,,01/2024,,,240.99,,233.39,August_Part-2(List_of_tables).pdf,9,4,11,pdfplumber-table3-v1
N24001460,CONSTRUCTION OF 4 LANE ELEVATED VIADUCT AT KM. 7.500 MUNSHI PULIA OF NH-24A,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,UTTAR PRADESH,,,2024-09,,,170.6,,153.26,2024-08,,,09/2024,,,170.60,,153.26,August_Part-2(List_of_tables).pdf,9,5,12,pdfplumber-table3-v1
