regime,candidate_model,feature_name,importance_type,importance_value,rank
MODERN,catboost_balanced,exp_delta_3m,PREDICTION_VALUES_CHANGE,1.044535,18
MODERN,catboost_balanced,schedule_has_been_revised,PREDICTION_VALUES_CHANGE,0.947085,19
MODERN,catboost_balanced,past_progress_delta_3m,PREDICTION_VALUES_CHANGE,0.93026,20
MODERN,catboost_balanced,n_prior_schedule_extensions,PREDICTION_VALUES_CHANGE,0.891936,21
MODERN,catboost_balanced,past_progress_stagnant_3m,PREDICTION_VALUES_CHANGE,0.635027,22
MODERN,catboost_balanced,exp_delta_1m_is_supported,PREDICTION_VALUES_CHANGE,0.443326,23
MODERN,catboost_balanced,revised_date_is_present,PREDICTION_VALUES_CHANGE,0.409232,24
MODERN,catboost_balanced,past_exp_stagnant_3m,PREDICTION_VALUES_CHANGE,0.316178,25
MODERN,catboost_balanced,start_date_supported,PREDICTION_VALUES_CHANGE,0.299009,26
MODERN,catboost_balanced,start_date_is_present,PREDICTION_VALUES_CHANGE,0.241064,27
MODERN,catboost_balanced,exp_delta_3m_is_supported,PREDICTION_VALUES_CHANGE,0.090953,28
MODERN,catboost_balanced,progress_delta_3m_is_supported,PREDICTION_VALUES_CHANGE,0.066831,29
MODERN,catboost_balanced,state_is_missing,PREDICTION_VALUES_CHANGE,0.003319,30
MODERN,catboost_balanced,physical_progress_is_present,PREDICTION_VALUES_CHANGE,0,31
MODERN,catboost_balanced,physical_progress_supported,PREDICTION_VALUES_CHANGE,0,32
MODERN,catboost_balanced,approval_date_is_missing,PREDICTION_VALUES_CHANGE,0,33
MODERN,catboost_balanced,revised_cost_is_present,PREDICTION_VALUES_CHANGE,0,34
MODERN,catboost_balanced,original_completion_date_is_missing,PREDICTION_VALUES_CHANGE,0,35
MODERN,catboost_balanced,cost_has_been_revised,PREDICTION_VALUES_CHANGE,0,36
