regime,candidate_model,feature_name,importance_type,importance_value,rank
MODERN,catboost_unweighted,past_progress_delta_3m,PREDICTION_VALUES_CHANGE,0.8421,19
MODERN,catboost_unweighted,n_prior_schedule_extensions,PREDICTION_VALUES_CHANGE,0.659404,20
MODERN,catboost_unweighted,n_prior_cost_revisions,PREDICTION_VALUES_CHANGE,0.595796,21
MODERN,catboost_unweighted,past_exp_stagnant_3m,PREDICTION_VALUES_CHANGE,0.280394,22
MODERN,catboost_unweighted,revised_date_is_present,PREDICTION_VALUES_CHANGE,0.225248,23
MODERN,catboost_unweighted,exp_delta_1m_is_supported,PREDICTION_VALUES_CHANGE,0.190275,24
MODERN,catboost_unweighted,schedule_has_been_revised,PREDICTION_VALUES_CHANGE,0.139917,25
MODERN,catboost_unweighted,exp_delta_3m_is_supported,PREDICTION_VALUES_CHANGE,0.082106,26
MODERN,catboost_unweighted,progress_delta_3m_is_supported,PREDICTION_VALUES_CHANGE,0.077828,27
MODERN,catboost_unweighted,start_date_is_present,PREDICTION_VALUES_CHANGE,0.067064,28
MODERN,catboost_unweighted,start_date_supported,PREDICTION_VALUES_CHANGE,0.018394,29
MODERN,catboost_unweighted,original_completion_date_is_missing,PREDICTION_VALUES_CHANGE,0,30
MODERN,catboost_unweighted,revised_cost_is_present,PREDICTION_VALUES_CHANGE,0,31
MODERN,catboost_unweighted,physical_progress_is_present,PREDICTION_VALUES_CHANGE,0,32
MODERN,catboost_unweighted,approval_date_is_missing,PREDICTION_VALUES_CHANGE,0,33
MODERN,catboost_unweighted,state_is_missing,PREDICTION_VALUES_CHANGE,0,34
MODERN,catboost_unweighted,physical_progress_supported,PREDICTION_VALUES_CHANGE,0,35
MODERN,catboost_unweighted,cost_has_been_revised,PREDICTION_VALUES_CHANGE,0,36
MODERN,catboost_balanced,sector,PREDICTION_VALUES_CHANGE,13.291449,1
MODERN,catboost_balanced,agency,PREDICTION_VALUES_CHANGE,12.887905,2
MODERN,catboost_balanced,physical_progress_t,PREDICTION_VALUES_CHANGE,11.104808,3
MODERN,catboost_balanced,state,PREDICTION_VALUES_CHANGE,7.792808,4
MODERN,catboost_balanced,months_to_effective_schedule,PREDICTION_VALUES_CHANGE,6.041892,5
MODERN,catboost_balanced,cumulative_expenditure_t,PREDICTION_VALUES_CHANGE,5.319793,6
MODERN,catboost_balanced,original_cost,PREDICTION_VALUES_CHANGE,4.996811,7
MODERN,catboost_balanced,expenditure_to_original_cost_ratio,PREDICTION_VALUES_CHANGE,4.697121,8
MODERN,catboost_balanced,months_since_start,PREDICTION_VALUES_CHANGE,4.564922,9
MODERN,catboost_balanced,months_to_original_schedule,PREDICTION_VALUES_CHANGE,4.336706,10
MODERN,catboost_balanced,project_age_months,PREDICTION_VALUES_CHANGE,4.334033,11
MODERN,catboost_balanced,exp_delta_1m,PREDICTION_VALUES_CHANGE,3.859088,12
MODERN,catboost_balanced,schedule_revision_lag_months,PREDICTION_VALUES_CHANGE,3.245604,13
MODERN,catboost_balanced,revised_cost_t,PREDICTION_VALUES_CHANGE,3.187143,14
MODERN,catboost_balanced,revised_to_original_cost_ratio,PREDICTION_VALUES_CHANGE,2.652638,15
MODERN,catboost_balanced,observed_tenure_months,PREDICTION_VALUES_CHANGE,2.333503,16
MODERN,catboost_balanced,exp_delta_3m,PREDICTION_VALUES_CHANGE,1.117494,17
MODERN,catboost_balanced,past_progress_delta_3m,PREDICTION_VALUES_CHANGE,0.957812,18
MODERN,catboost_balanced,n_prior_schedule_extensions,PREDICTION_VALUES_CHANGE,0.917444,19
